year,hospital,mergeid,control,location,teach,bedsize,region
2011,38011,201138011,4,0,1,3,2
2011,41008,201141008,0,1,1,3,4
2011,41008,201141008,0,1,1,3,4
2011,41008,201141008,0,1,1,3,4
2011,42025,201142025,0,1,1,2,1
2011,42025,201142025,0,1,1,2,1
2011,42025,201142025,0,1,1,2,1
2011,42025,201142025,0,1,1,2,1
2011,42116,201142116,0,1,1,3,1
2011,42116,201142116,0,1,1,3,1
2011,42188,201142188,0,1,1,3,1
2011,42188,201142188,0,1,1,3,1
2011,42188,201142188,0,1,1,3,1
2011,42188,201142188,0,1,1,3,1
2011,42188,201142188,0,1,1,3,1
2011,42188,201142188,0,1,1,3,1
2011,42188,201142188,0,1,1,3,1
2011,42188,201142188,0,1,1,3,1
2011,42188,201142188,0,1,1,3,1
2011,42188,201142188,0,1,1,3,1
2011,42188,201142188,0,1,1,3,1
2011,42188,201142188,0,1,1,3,1
2011,42188,201142188,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,42323,201142323,0,1,1,3,1
2011,47030,201147030,0,1,1,3,3
2011,47030,201147030,0,1,1,3,3
2011,47030,201147030,0,1,1,3,3
2011,47030,201147030,0,1,1,3,3
2011,47030,201147030,0,1,1,3,3
2011,47030,201147030,0,1,1,3,3
2011,47030,201147030,0,1,1,3,3
2011,47030,201147030,0,1,1,3,3
2011,47030,201147030,0,1,1,3,3
2011,47030,201147030,0,1,1,3,3
2011,47030,201147030,0,1,1,3,3
2011,47134,201147134,0,1,1,3,3
2011,47134,201147134,0,1,1,3,3
2011,47134,201147134,0,1,1,3,3
2011,47134,201147134,0,1,1,3,3
2011,47134,201147134,0,1,1,3,3
2011,47134,201147134,0,1,1,3,3
2011,47134,201147134,0,1,1,3,3
2011,47134,201147134,0,1,1,3,3
2011,47134,201147134,0,1,1,3,3
2011,47134,201147134,0,1,1,3,3
2011,47134,201147134,0,1,1,3,3
2011,47134,201147134,0,1,1,3,3
2011,47134,201147134,0,1,1,3,3
2011,47134,201147134,0,1,1,3,3
2011,47134,201147134,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48057,201148057,0,1,1,3,3
2011,48070,201148070,0,1,1,3,3
2011,48070,201148070,0,1,1,3,3
2011,48070,201148070,0,1,1,3,3
2011,48070,201148070,0,1,1,3,3
2011,48070,201148070,0,1,1,3,3
2011,48070,201148070,0,1,1,3,3
2011,48070,201148070,0,1,1,3,3
2011,48070,201148070,0,1,1,3,3
2011,48070,201148070,0,1,1,3,3
2011,48070,201148070,0,1,1,3,3
2011,48072,201148072,0,1,1,2,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51022,201151022,0,1,1,3,3
2011,51041,201151041,0,1,1,2,3
2011,51041,201151041,0,1,1,2,3
2011,51041,201151041,0,1,1,2,3
2011,51041,201151041,0,1,1,2,3
2011,51041,201151041,0,1,1,2,3
2011,51041,201151041,0,1,1,2,3
2011,51041,201151041,0,1,1,2,3
2011,51041,201151041,0,1,1,2,3
2011,51041,201151041,0,1,1,2,3
2011,51041,201151041,0,1,1,2,3
2011,51041,201151041,0,1,1,2,3
2011,51041,201151041,0,1,1,2,3
2011,51041,201151041,0,1,1,2,3
2011,53065,201153065,0,1,1,1,4
